ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success,Predicted
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,912.91305,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,3115.0,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,3012.45,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,3012.0,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,70850.9854536,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,70850.84478,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,241754.48,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2827.0,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.46374,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,37681.94,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,992099.27,1,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,992099.0,1,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,260.74,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,261.0,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,727420.09,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,213185.0057763,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,213184.9794,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,60342.0,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,60341.92,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,9.02,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,9.0,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,2438.98,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,714.7918686,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,714.79773,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,665683.67,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,665684.0,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,464253.76,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,136058.84944320002,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,136058.91978,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,774958.53,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,774959.0,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,4174.26,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,4174.0,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,180242.270208,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,180242.15298,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,615014.4,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,1134.9,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,1135.0,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,490.6196949,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,1674.07,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,490.59918,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,5055.71,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,5056.0,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,464182.1,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,136037.81874,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,136037.84804699998,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,824444.68,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,824445.0,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,2910349.62,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,852936.2744999999,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,852936.1631334,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,780.0,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,779.99,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,58414.0,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,58413.56,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,230679.79305,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,230679.9161394,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,787115.42,1,1
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,4668.89817,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,15931.18,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,4668.9509226,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,27052.0,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,27051.73,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,28190.53,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,110919.023496,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,378472.8,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,110919.08211,0,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,2.07,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,2.0,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,482977.46,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,141546.2042022,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,141546.06939,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,301318.0,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,301317.5,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,119550.87282,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,119550.7409385,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,407925.55,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,144170.51124,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,491932.12,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,144170.5464084,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,20889.0,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,20889.28,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.10544,1,1
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,34992.18,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,157568.20629,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,157568.059755,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,537646.5,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,406584.0,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,406583.95,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.0,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.14692,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,60555.66,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.0,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,59347.53,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17393.11836,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,33500.44,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,33500.0,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,42798.87602519999,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,146036.36,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,42798.77052,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.0,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,8016.89,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.54219,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,181091.55,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,181092.0,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,1012247.33,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,296659.3250031,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,296659.22829,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,57917.08,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,57917.0,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.253,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,7900.16,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,146904.7986567,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,501261.81,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,146904.85434,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.0,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.07936,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,731647.73,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,609718.51,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,609719.0,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,48462.92,1,0
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,48463.0,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,12349.26,0,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,12349.0,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.0,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,287.22,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,287.0,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,26721.419232,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,91177.6,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,26721.53646,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,39684.0,1,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,39683.54,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.0,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.0,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,496.0,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,56620.0,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,56619.53,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,18923.3950878,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,64569.54,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,18923.5299,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,872.0,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.35713,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,23859.3,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2969.355933,1,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,10131.9,1,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2969.38524,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17841.0,1,1
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17841.12,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41974.93,1,0
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41975.0,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13782.0,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13782.24,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,839476.92,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,246025.52439,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,246025.5009444,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,63984.18,0,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,63984.0,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6886.85193,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6886.8255537,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,23498.91,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1407.1081989000002,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,4801.27,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1407.02907,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,74885.44,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.54695,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,167785.21263,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,572509.25,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,167785.2858975,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,3995.34,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.81465,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.47933,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,157318.79,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,70243.9114635,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,70243.89681,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,239683.05,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,1591.13,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.27437,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,22512.17205,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,22512.0284457,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,76814.51,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.58945,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,107635.43,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,74836.28,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,28442.6662332,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,35711.02,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,19562.37,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,8083.9,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,17984.8940961,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3438.3734382,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,90577.44,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,238077.03,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,55170.1549449,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,229386.66,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,101233.4204721,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,64221.18,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,205207.7136438,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,36510.1125591,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,39450.54,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,669.39,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,56248.016583,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,506043.82,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,7387.298261999999,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,409.799781,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,100563.4800363,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,5136.9778512,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,52410.440775,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,42188.1357294,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,6924.0,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,302198.0578638,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,35175.7120965,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,87267.23,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,13605.0244908,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,4909.61,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Gas,Residential,3764.513457,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,16531.16,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,61883.46,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,5447.66,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,148138.6116339,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,136437.16,0,0
New York State Energy Research and Development Authority,Advanced Sub-Metering Program,Electric,Multi-Family,2358.86,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1550.95,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,25655.02,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,17797.0655331,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,566.31,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,608.7269049,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,3012.45,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,70850.9854536,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,992099.27,1,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,260.74,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,213185.0057763,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,60341.92,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,9.02,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,714.7918686,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,665683.67,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,122439.8718897,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,737306.05,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,3351.03,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,158409.22926899997,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,1134.9,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,326.97526830000004,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,5055.71,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,136037.84804699998,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,786378.7,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,825904.1424540001,1,0
